Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;zMA;iBOLL;zM15KDJ;zH1KDJ
2015.03.09 15:24:23;EURUSD;1.08676;1.08708;1.08784;1.08732;1.08575;1.08645;1.09437;1.09019;1.08549;17;16;48;1.09282;1.10157;1.10731;1.08725;1.08581;1.08598;1.09393;1.10347;1.11461;1.08952;1.0821;48;75;44;1.11137;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:24:45;EURUSD;1.08668;1.08707;1.08783;1.08732;1.08575;1.08645;1.09437;1.0902;1.08547;17;15;47;1.09282;1.10157;1.10731;1.08724;1.0858;1.08598;1.09393;1.10347;1.11461;1.08951;1.0821;47;75;43;1.11137;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:25:05;EURUSD;1.08683;1.08709;1.08785;1.08733;1.08575;1.08645;1.09437;1.09019;1.0855;18;16;48;1.09282;1.10157;1.10731;1.08726;1.08581;1.08598;1.09393;1.10347;1.11461;1.08953;1.0821;48;75;44;1.11137;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:25:25;EURUSD;1.08677;1.08708;1.08784;1.08732;1.08575;1.08645;1.09437;1.09019;1.08549;18;16;48;1.09282;1.10157;1.10731;1.08726;1.08581;1.08598;1.09393;1.10347;1.11461;1.08952;1.0821;48;75;44;1.11137;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:25:45;EURUSD;1.0867;1.08707;1.08784;1.08732;1.08575;1.08645;1.09437;1.0902;1.08547;17;15;47;1.09282;1.10157;1.10731;1.08725;1.0858;1.08598;1.09393;1.10347;1.11461;1.08951;1.0821;47;75;44;1.11137;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:26:05;EURUSD;1.08677;1.08708;1.08784;1.08732;1.08575;1.08645;1.09437;1.09019;1.08549;18;16;48;1.09282;1.10157;1.10731;1.08726;1.08581;1.08598;1.09393;1.10347;1.11461;1.08952;1.0821;48;75;44;1.11137;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:26:25;EURUSD;1.08672;1.08708;1.08784;1.08732;1.08575;1.08645;1.09437;1.09019;1.08548;17;16;48;1.09282;1.10157;1.10731;1.08724;1.0858;1.08598;1.09393;1.10347;1.11461;1.08951;1.0821;47;75;44;1.11137;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:26:45;EURUSD;1.08672;1.08708;1.08784;1.08732;1.08575;1.08645;1.09437;1.09019;1.08548;17;16;48;1.09282;1.10157;1.10731;1.08725;1.08581;1.08598;1.09393;1.10347;1.11461;1.08951;1.0821;47;75;44;1.11137;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:27:05;EURUSD;1.08664;1.08707;1.08783;1.08732;1.08575;1.08645;1.09437;1.0902;1.08546;17;15;47;1.09282;1.10157;1.10731;1.08724;1.0858;1.08598;1.09393;1.10347;1.11461;1.0895;1.0821;47;75;43;1.11137;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:27:25;EURUSD;1.08646;1.08704;1.08782;1.08731;1.08574;1.08644;1.09437;1.09022;1.08541;15;15;46;1.09282;1.10157;1.10731;1.08721;1.08579;1.08597;1.09392;1.10347;1.1146;1.08948;1.08209;46;75;43;1.11136;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:27:45;EURUSD;1.08631;1.08702;1.08781;1.08731;1.08574;1.08644;1.09437;1.09024;1.08537;14;15;45;1.09282;1.10157;1.10731;1.08719;1.08577;1.08596;1.09392;1.10347;1.1146;1.08946;1.08209;46;75;42;1.11136;1.12386;1.12806;21;15;0;-15;0
2015.03.09 15:28:05;EURUSD;1.08622;1.087;1.0878;1.0873;1.08574;1.08644;1.09437;1.09025;1.08535;14;15;44;1.09282;1.10157;1.10731;1.08718;1.08577;1.08596;1.09392;1.10346;1.1146;1.08945;1.08208;45;75;42;1.11136;1.12386;1.12806;20;15;0;-15;0
2015.03.09 15:28:25;EURUSD;1.08639;1.08703;1.08781;1.08731;1.08574;1.08644;1.09437;1.09023;1.08539;15;15;45;1.09282;1.10157;1.10731;1.0872;1.08578;1.08597;1.09392;1.10347;1.1146;1.08947;1.08209;46;75;42;1.11136;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:28:45;EURUSD;1.08638;1.08703;1.08781;1.08731;1.08574;1.08644;1.09437;1.09023;1.08539;15;15;45;1.09282;1.10157;1.10731;1.0872;1.08578;1.08596;1.09392;1.10347;1.1146;1.08947;1.08209;46;75;42;1.11136;1.12386;1.12806;21;10;0;-15;0

Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;zMA;iBOLL;zM15KDJ;zH1KDJ
2015.03.09 15:29:20;EURUSD;1.08636;1.08702;1.08781;1.08731;1.08574;1.08644;1.09437;1.09023;1.08538;15;15;45;1.09282;1.10157;1.10731;1.08719;1.08578;1.08596;1.09392;1.10347;1.1146;1.08946;1.08209;46;75;42;1.11136;1.12386;1.12806;21;15;0;-15;0
2015.03.09 15:29:44;EURUSD;1.08637;1.08703;1.08781;1.08731;1.08574;1.08644;1.09437;1.09023;1.08539;15;15;45;1.09282;1.10157;1.10731;1.0872;1.08578;1.08596;1.09392;1.10347;1.1146;1.08947;1.08209;46;75;42;1.11136;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:30:05;EURUSD;1.08638;1.08679;1.08774;1.08736;1.08578;1.08634;1.09428;1.09027;1.0852;20;15;45;1.09273;1.10148;1.10725;1.0872;1.08578;1.08596;1.09392;1.10347;1.1146;1.08947;1.08209;46;75;42;1.11136;1.12386;1.12806;21;10;0;-10;0
2015.03.09 15:30:25;EURUSD;1.08644;1.0868;1.08774;1.08736;1.08578;1.08634;1.09429;1.09027;1.08522;20;15;46;1.09273;1.10148;1.10725;1.08721;1.08578;1.08597;1.09392;1.10347;1.1146;1.08948;1.08209;46;75;43;1.11136;1.12386;1.12806;21;10;0;-10;0
2015.03.09 15:30:44;EURUSD;1.08637;1.08679;1.08774;1.08736;1.08578;1.08634;1.09428;1.09027;1.0852;20;15;45;1.09273;1.10148;1.10725;1.0872;1.08578;1.08596;1.09392;1.10347;1.1146;1.08947;1.08209;46;75;42;1.11136;1.12386;1.12806;21;10;0;-10;0
2015.03.09 15:31:05;EURUSD;1.08659;1.08682;1.08775;1.08736;1.08578;1.08635;1.09429;1.09025;1.08525;21;15;47;1.09273;1.10148;1.10725;1.08723;1.0858;1.08597;1.09393;1.10347;1.11461;1.0895;1.0821;47;75;43;1.11136;1.12386;1.12806;21;10;0;-10;0
2015.03.09 15:31:25;EURUSD;1.08669;1.08683;1.08776;1.08737;1.08579;1.08635;1.09429;1.09025;1.08528;22;15;48;1.09273;1.10148;1.10725;1.08724;1.0858;1.08598;1.09393;1.10347;1.11461;1.08951;1.0821;47;75;44;1.11137;1.12386;1.12806;21;11;0;-10;0
2015.03.09 15:31:44;EURUSD;1.08656;1.08681;1.08775;1.08736;1.08578;1.08635;1.09429;1.09026;1.08525;21;15;47;1.09273;1.10148;1.10725;1.08722;1.08579;1.08597;1.09393;1.10347;1.11461;1.08949;1.08209;47;75;43;1.11136;1.12386;1.12806;21;10;0;-10;0

Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;zMA;iBOLL;zM15KDJ;zH1KDJ
2015.03.09 15:32:17;EURUSD;1.08635;1.08678;1.08774;1.08736;1.08578;1.08634;1.09428;1.09028;1.08519;20;15;45;1.09273;1.10148;1.10725;1.0872;1.08578;1.08596;1.09392;1.10347;1.1146;1.08947;1.08209;46;75;42;1.11136;1.12386;1.12806;21;15;0;-10;0

Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;zMA;iBOLL;zM15KDJ;zH1KDJ
2015.03.09 15:32:44;EURUSD;1.08636;1.08678;1.08774;1.08736;1.08578;1.08634;1.09428;1.09028;1.08519;20;15;45;1.09273;1.10148;1.10725;1.08719;1.08578;1.08596;1.09392;1.10347;1.1146;1.08946;1.08209;46;75;42;1.11136;1.12386;1.12806;21;15;0;-10;0
2015.03.09 15:33:03;EURUSD;1.08622;1.08677;1.08773;1.08735;1.08578;1.08634;1.09428;1.09029;1.08516;19;14;44;1.09273;1.10148;1.10725;1.08718;1.08577;1.08596;1.09392;1.10346;1.1146;1.08945;1.08208;45;75;42;1.11136;1.12386;1.12806;20;15;0;-15;0
2015.03.09 15:33:23;EURUSD;1.08628;1.08677;1.08773;1.08735;1.08578;1.08634;1.09428;1.09028;1.08518;19;14;45;1.09273;1.10148;1.10725;1.08718;1.08577;1.08596;1.09392;1.10347;1.1146;1.08946;1.08209;45;75;42;1.11136;1.12386;1.12806;20;15;0;-15;0
2015.03.09 15:33:44;EURUSD;1.08622;1.08676;1.08773;1.08735;1.08578;1.08634;1.09428;1.09029;1.08516;19;14;44;1.09273;1.10148;1.10725;1.08718;1.08577;1.08596;1.09392;1.10346;1.1146;1.08945;1.08208;45;75;42;1.11136;1.12386;1.12806;20;15;0;-15;0
2015.03.09 15:34:03;EURUSD;1.08596;1.08673;1.08771;1.08734;1.08577;1.08634;1.09428;1.09032;1.08509;17;14;43;1.09273;1.10148;1.10725;1.08714;1.08575;1.08595;1.09391;1.10346;1.1146;1.08943;1.08207;44;74;41;1.11136;1.12386;1.12806;20;27;0;-15;0
2015.03.09 15:34:24;EURUSD;1.08586;1.08671;1.0877;1.08734;1.08577;1.08634;1.09428;1.09034;1.08506;16;14;42;1.09273;1.10148;1.10725;1.08712;1.08574;1.08594;1.09391;1.10346;1.1146;1.08942;1.08206;43;74;40;1.11136;1.12386;1.12806;20;27;0;-15;0
2015.03.09 15:34:43;EURUSD;1.08583;1.08671;1.0877;1.08734;1.08577;1.08634;1.09428;1.09034;1.08505;16;14;42;1.09273;1.10148;1.10725;1.08712;1.08574;1.08594;1.09391;1.10346;1.1146;1.08941;1.08206;43;74;40;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:35:04;EURUSD;1.0857;1.08669;1.08769;1.08733;1.08577;1.08634;1.09428;1.09036;1.08501;15;14;42;1.09272;1.10148;1.10725;1.0871;1.08573;1.08594;1.09391;1.10346;1.1146;1.08941;1.08205;43;74;40;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:35:24;EURUSD;1.08575;1.0867;1.08769;1.08733;1.08577;1.08634;1.09428;1.09035;1.08503;15;14;42;1.09272;1.10148;1.10725;1.08711;1.08573;1.08594;1.09391;1.10346;1.1146;1.08941;1.08205;43;74;40;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:35:43;EURUSD;1.08583;1.08671;1.0877;1.08734;1.08577;1.08634;1.09428;1.09034;1.08505;16;14;42;1.09273;1.10148;1.10725;1.08712;1.08574;1.08594;1.09391;1.10346;1.1146;1.08941;1.08206;43;74;40;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:36:04;EURUSD;1.08593;1.08672;1.0877;1.08734;1.08577;1.08634;1.09428;1.09033;1.08508;17;14;43;1.09273;1.10148;1.10725;1.08714;1.08574;1.08595;1.09391;1.10346;1.1146;1.08942;1.08207;44;74;41;1.11136;1.12386;1.12806;20;27;0;-15;0
2015.03.09 15:36:24;EURUSD;1.08594;1.08672;1.0877;1.08734;1.08577;1.08634;1.09428;1.09033;1.08508;17;14;43;1.09273;1.10148;1.10725;1.08714;1.08574;1.08595;1.09391;1.10346;1.1146;1.08942;1.08207;44;74;41;1.11136;1.12386;1.12806;20;27;0;-15;0
2015.03.09 15:36:28;EURUSD;1.08583;1.08671;1.0877;1.08734;1.08577;1.08634;1.09428;1.09034;1.08505;16;14;42;1.09273;1.10148;1.10725;1.08712;1.08574;1.08594;1.09391;1.10346;1.1146;1.08941;1.08206;43;74;40;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:36:28;EURUSD;1.08583;1.08671;1.0877;1.08734;1.08577;1.08634;1.09428;1.09034;1.08505;16;14;42;1.09273;1.10148;1.10725;1.08712;1.08574;1.08594;1.09391;1.10346;1.1146;1.08941;1.08206;43;74;40;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:36:28;EURUSD;1.08583;1.08671;1.0877;1.08734;1.08577;1.08634;1.09428;1.09034;1.08505;16;14;42;1.09273;1.10148;1.10725;1.08712;1.08574;1.08594;1.09391;1.10346;1.1146;1.08941;1.08206;43;74;40;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:36:28;EURUSD;1.08583;1.08671;1.0877;1.08734;1.08577;1.08634;1.09428;1.09034;1.08505;16;14;42;1.09273;1.10148;1.10725;1.08712;1.08574;1.08594;1.09391;1.10346;1.1146;1.08941;1.08206;43;74;40;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:36:28;EURUSD;1.08583;1.08671;1.0877;1.08734;1.08577;1.08634;1.09428;1.09034;1.08505;16;14;42;1.09273;1.10148;1.10725;1.08712;1.08574;1.08594;1.09391;1.10346;1.1146;1.08941;1.08206;43;74;40;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:38:19;EURUSD;1.08567;1.08669;1.08768;1.08733;1.08577;1.08634;1.09428;1.09037;1.085;15;14;41;1.09272;1.10148;1.10725;1.0871;1.08572;1.08594;1.09391;1.10346;1.1146;1.0894;1.08204;42;74;40;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:38:43;EURUSD;1.08564;1.08668;1.08768;1.08733;1.08576;1.08634;1.09428;1.09037;1.08499;15;14;41;1.09272;1.10148;1.10725;1.08709;1.08572;1.08594;1.09391;1.10346;1.1146;1.0894;1.08204;42;74;40;1.11136;1.12386;1.12806;19;17;0;-15;0
2015.03.09 15:39:04;EURUSD;1.08573;1.08669;1.08769;1.08733;1.08577;1.08634;1.09428;1.09036;1.08502;15;14;42;1.09272;1.10148;1.10725;1.08711;1.08573;1.08594;1.09391;1.10346;1.1146;1.08941;1.08205;43;74;40;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:39:23;EURUSD;1.08576;1.0867;1.08769;1.08733;1.08577;1.08634;1.09428;1.09035;1.08503;15;14;42;1.09273;1.10148;1.10725;1.08711;1.08573;1.08594;1.09391;1.10346;1.1146;1.08941;1.08205;43;74;40;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:39:44;EURUSD;1.08575;1.0867;1.08769;1.08733;1.08577;1.08634;1.09428;1.09036;1.08502;15;14;42;1.09272;1.10148;1.10725;1.08711;1.08573;1.08594;1.09391;1.10346;1.1146;1.08941;1.08205;43;74;40;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:40:04;EURUSD;1.08576;1.0867;1.08769;1.08733;1.08577;1.08634;1.09428;1.09035;1.08503;15;14;42;1.09273;1.10148;1.10725;1.08711;1.08573;1.08594;1.09391;1.10346;1.1146;1.08941;1.08205;43;74;40;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:40:24;EURUSD;1.08567;1.08669;1.08768;1.08733;1.08577;1.08634;1.09428;1.09037;1.085;15;14;41;1.09272;1.10148;1.10725;1.0871;1.08572;1.08594;1.09391;1.10346;1.1146;1.0894;1.08204;42;74;40;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:40:44;EURUSD;1.08556;1.08667;1.08768;1.08733;1.08576;1.08634;1.09428;1.09039;1.08496;14;13;41;1.09272;1.10148;1.10725;1.08708;1.08572;1.08593;1.09391;1.10346;1.1146;1.0894;1.08204;42;74;40;1.11136;1.12386;1.12806;19;17;0;-15;0
2015.03.09 15:41:04;EURUSD;1.08526;1.08663;1.08765;1.08731;1.08576;1.08633;1.09428;1.09044;1.08486;12;13;39;1.09272;1.10148;1.10725;1.08704;1.08569;1.08592;1.0939;1.10346;1.1146;1.08938;1.082;40;74;39;1.11136;1.12386;1.12806;19;0;0;-15;0
2015.03.09 15:41:24;EURUSD;1.08515;1.08661;1.08764;1.08731;1.08576;1.08633;1.09428;1.09047;1.08482;13;13;39;1.09272;1.10148;1.10724;1.08702;1.08568;1.08592;1.0939;1.10345;1.1146;1.08938;1.08199;40;74;38;1.11136;1.12386;1.12806;19;0;0;-15;0
2015.03.09 15:41:44;EURUSD;1.08515;1.08661;1.08764;1.08731;1.08576;1.08633;1.09428;1.09046;1.08482;13;13;39;1.09272;1.10148;1.10724;1.08702;1.08568;1.08592;1.0939;1.10345;1.1146;1.08938;1.08199;40;74;38;1.11136;1.12386;1.12806;19;0;0;-15;0
2015.03.09 15:42:04;EURUSD;1.08479;1.08656;1.08762;1.0873;1.08575;1.08633;1.09428;1.09054;1.08469;13;13;37;1.09272;1.10148;1.10724;1.08697;1.08566;1.0859;1.09389;1.10345;1.1146;1.08938;1.08194;38;73;37;1.11135;1.12386;1.12806;18;0;-7;-15;0
2015.03.09 15:42:24;EURUSD;1.08499;1.08659;1.08763;1.0873;1.08575;1.08633;1.09428;1.0905;1.08477;14;13;38;1.09272;1.10148;1.10724;1.087;1.08567;1.08591;1.0939;1.10345;1.1146;1.08938;1.08197;39;73;38;1.11136;1.12386;1.12806;18;0;0;-15;0
2015.03.09 15:42:44;EURUSD;1.08499;1.08659;1.08763;1.0873;1.08575;1.08633;1.09428;1.0905;1.08477;14;13;38;1.09272;1.10148;1.10724;1.087;1.08567;1.08591;1.0939;1.10345;1.1146;1.08938;1.08197;39;73;38;1.11136;1.12386;1.12806;18;0;0;-15;0
2015.03.09 15:43:04;EURUSD;1.085;1.08659;1.08763;1.0873;1.08575;1.08633;1.09428;1.0905;1.08477;14;13;38;1.09272;1.10148;1.10724;1.087;1.08567;1.08591;1.0939;1.10345;1.1146;1.08938;1.08197;39;73;38;1.11136;1.12386;1.12806;18;0;0;-15;0
2015.03.09 15:43:24;EURUSD;1.08506;1.0866;1.08764;1.08731;1.08575;1.08633;1.09428;1.09048;1.08479;14;14;39;1.09272;1.10148;1.10724;1.08701;1.08568;1.08591;1.0939;1.10345;1.1146;1.08938;1.08198;40;73;38;1.11136;1.12386;1.12806;19;0;0;-15;0
2015.03.09 15:43:44;EURUSD;1.08517;1.08661;1.08764;1.08731;1.08576;1.08633;1.09428;1.09046;1.08483;15;14;39;1.09272;1.10148;1.10724;1.08703;1.08569;1.08592;1.0939;1.10345;1.1146;1.08938;1.08199;40;74;38;1.11136;1.12386;1.12806;19;0;0;-15;0
2015.03.09 15:44:04;EURUSD;1.08522;1.08662;1.08765;1.08731;1.08576;1.08633;1.09428;1.09045;1.08485;15;14;39;1.09272;1.10148;1.10724;1.08703;1.08569;1.08592;1.0939;1.10345;1.1146;1.08938;1.082;40;74;39;1.11136;1.12386;1.12806;19;0;0;-15;0

Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;zMA;iBOLL;zM15KDJ;zH1KDJ
2015.03.09 15:45:12;EURUSD;1.08529;1.08627;1.08743;1.08731;1.08577;1.08623;1.09419;1.09046;1.08439;17;14;40;1.09264;1.10139;1.10718;1.08705;1.0857;1.08593;1.0939;1.10346;1.1146;1.08939;1.08201;41;74;39;1.11136;1.12386;1.12806;19;0;0;-15;0
2015.03.09 15:45:33;EURUSD;1.08515;1.08625;1.08742;1.08731;1.08577;1.08623;1.09419;1.09048;1.08435;16;14;39;1.09263;1.10139;1.10718;1.08702;1.08568;1.08592;1.0939;1.10345;1.1146;1.08938;1.08199;40;74;38;1.11136;1.12386;1.12806;19;0;0;-15;0
2015.03.09 15:45:52;EURUSD;1.08514;1.08624;1.08741;1.08731;1.08577;1.08623;1.09419;1.09049;1.08434;16;14;39;1.09263;1.10139;1.10718;1.08702;1.08568;1.08592;1.0939;1.10345;1.1146;1.08938;1.08199;40;74;38;1.11136;1.12386;1.12806;19;0;0;-15;0

Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;zMA;iBOLL;zM15KDJ;zH1KDJ
2015.03.09 15:46:14;EURUSD;1.0852;1.08625;1.08742;1.08731;1.08577;1.08623;1.09419;1.09048;1.08436;16;14;39;1.09263;1.10139;1.10718;1.08702;1.08568;1.08592;1.0939;1.10345;1.1146;1.08938;1.08199;40;74;38;1.11136;1.12386;1.12806;19;0;0;-15;0
2015.03.09 15:46:34;EURUSD;1.08515;1.08625;1.08742;1.08731;1.08577;1.08623;1.09419;1.09048;1.08435;16;14;39;1.09263;1.10139;1.10718;1.08702;1.08568;1.08592;1.0939;1.10345;1.1146;1.08938;1.08199;40;74;38;1.11136;1.12386;1.12806;19;0;0;-15;0
2015.03.09 15:46:54;EURUSD;1.08517;1.08625;1.08742;1.08731;1.08577;1.08623;1.09419;1.09048;1.08435;16;14;39;1.09263;1.10139;1.10718;1.08702;1.08568;1.08592;1.0939;1.10345;1.1146;1.08938;1.08199;40;74;38;1.11136;1.12386;1.12806;19;0;0;-15;0
2015.03.09 15:47:14;EURUSD;1.08518;1.08625;1.08742;1.08731;1.08577;1.08623;1.09419;1.09048;1.08436;16;14;39;1.09263;1.10139;1.10718;1.08703;1.08569;1.08592;1.0939;1.10345;1.1146;1.08938;1.08199;40;74;38;1.11136;1.12386;1.12806;19;0;0;-15;0
2015.03.09 15:47:34;EURUSD;1.08533;1.08627;1.08743;1.08732;1.08578;1.08623;1.09419;1.09046;1.0844;17;14;40;1.09264;1.10139;1.10718;1.08705;1.0857;1.08592;1.0939;1.10346;1.1146;1.08939;1.08201;41;74;39;1.11136;1.12386;1.12806;19;0;0;-15;0
2015.03.09 15:47:54;EURUSD;1.08526;1.08626;1.08742;1.08731;1.08577;1.08623;1.09419;1.09047;1.08438;17;14;39;1.09263;1.10139;1.10718;1.08704;1.08569;1.08592;1.0939;1.10346;1.1146;1.08938;1.082;41;74;39;1.11136;1.12386;1.12806;19;0;0;-15;0
2015.03.09 15:48:14;EURUSD;1.08529;1.08627;1.08743;1.08731;1.08578;1.08623;1.09419;1.09046;1.08439;17;14;40;1.09264;1.10139;1.10718;1.08704;1.0857;1.08592;1.0939;1.10346;1.1146;1.08938;1.08201;41;74;39;1.11136;1.12386;1.12806;19;0;0;-15;0
2015.03.09 15:48:34;EURUSD;1.08536;1.08628;1.08743;1.08732;1.08578;1.08623;1.09419;1.09045;1.08441;18;14;40;1.09264;1.10139;1.10718;1.08705;1.0857;1.08593;1.0939;1.10346;1.1146;1.08939;1.08201;41;74;39;1.11136;1.12386;1.12806;19;0;0;-15;0
2015.03.09 15:48:54;EURUSD;1.08538;1.08628;1.08743;1.08732;1.08578;1.08623;1.09419;1.09045;1.08442;18;14;40;1.09264;1.10139;1.10718;1.08706;1.0857;1.08593;1.0939;1.10346;1.1146;1.08939;1.08202;41;74;39;1.11136;1.12386;1.12806;19;8;0;-15;0
2015.03.09 15:49:14;EURUSD;1.08546;1.08629;1.08744;1.08732;1.08578;1.08623;1.09419;1.09044;1.08444;18;14;41;1.09264;1.10139;1.10718;1.08707;1.08571;1.08593;1.0939;1.10346;1.1146;1.08939;1.08202;41;74;39;1.11136;1.12386;1.12806;19;12;0;-15;0
2015.03.09 15:49:34;EURUSD;1.08551;1.0863;1.08744;1.08732;1.08578;1.08624;1.09419;1.09043;1.08445;19;14;41;1.09264;1.10139;1.10719;1.08707;1.08571;1.08593;1.09391;1.10346;1.1146;1.08939;1.08203;42;74;39;1.11136;1.12386;1.12806;19;12;0;-15;0
2015.03.09 15:49:55;EURUSD;1.08558;1.08631;1.08745;1.08733;1.08578;1.08624;1.09419;1.09042;1.08448;19;15;42;1.09264;1.10139;1.10719;1.08709;1.08572;1.08593;1.09391;1.10346;1.1146;1.0894;1.08204;42;74;40;1.11136;1.12386;1.12806;19;17;0;-15;0
2015.03.09 15:50:14;EURUSD;1.08559;1.08631;1.08745;1.08733;1.08578;1.08624;1.09419;1.09042;1.08448;19;15;42;1.09264;1.10139;1.10719;1.08709;1.08572;1.08593;1.09391;1.10346;1.1146;1.0894;1.08204;42;74;40;1.11136;1.12386;1.12806;19;17;0;-15;0
2015.03.09 15:50:34;EURUSD;1.08576;1.08634;1.08746;1.08733;1.08578;1.08624;1.09419;1.0904;1.08453;21;15;43;1.09264;1.10139;1.10719;1.08711;1.08573;1.08594;1.09391;1.10346;1.1146;1.08941;1.08205;43;74;40;1.11136;1.12386;1.12806;20;27;0;-10;0
2015.03.09 15:50:54;EURUSD;1.08571;1.08633;1.08746;1.08733;1.08578;1.08624;1.09419;1.09041;1.08451;20;15;43;1.09264;1.10139;1.10719;1.0871;1.08573;1.08594;1.09391;1.10346;1.1146;1.08941;1.08205;43;74;40;1.11136;1.12386;1.12806;20;17;0;-10;0
2015.03.09 15:51:14;EURUSD;1.0857;1.08633;1.08746;1.08733;1.08578;1.08624;1.09419;1.09041;1.08451;20;15;42;1.09264;1.10139;1.10719;1.0871;1.08573;1.08594;1.09391;1.10346;1.1146;1.08941;1.08205;43;74;40;1.11136;1.12386;1.12806;20;17;0;-10;0
2015.03.09 15:51:35;EURUSD;1.0858;1.08634;1.08747;1.08733;1.08578;1.08624;1.09419;1.0904;1.08453;21;15;43;1.09264;1.10139;1.10719;1.08712;1.08573;1.08594;1.09391;1.10346;1.1146;1.08941;1.08206;43;74;40;1.11136;1.12386;1.12806;20;27;0;-10;0
2015.03.09 15:51:55;EURUSD;1.08589;1.08635;1.08747;1.08734;1.08579;1.08624;1.09419;1.09039;1.08456;22;15;44;1.09264;1.10139;1.10719;1.08713;1.08574;1.08595;1.09391;1.10346;1.1146;1.08942;1.08206;44;74;40;1.11136;1.12386;1.12806;20;27;0;-10;0
